Unit_CustID;Unit_Cat;Unit_Vendor;Unit_Model;Unit_Serial;Unit_type;Unit_installdate;Unit_Warend;Unit_Chargemode;Unit_Repldate;Unit_Notes;Unit_History;Unit_ID
COOP2;COM;QD;KEYPAD 1 BUTT;24940001;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233890;
COOP2;COM;QD;KEYPAD 1 BUTT;24050016;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233891;
COOP2;COM;QD;KEYPAD 1 BUTT;24050010;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233892;
COOP2;COM;QD;KEYPAD 1 BUTT;24050017;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233893;
COOP2;COM;QD;KEYPAD 1 BUTT;24050011;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233894;
COOP2;COM;QD;KEYPAD 1 BUTT;24050012;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233895;
COOP2;COM;QD;KEYPAD 1 BUTT;24050014;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233896;
COOP2;COM;QD;KEYPAD 1 BUTT;24050015;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233897;
COOP2;COM;QD;KEYPAD 1 BUTT;24050018;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233898;
COOP2;COM;QD;KEYPAD 12 BUTT;24851207;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233899;
COOP2;COM;QD;KEYPAD 12 BUTT;24851214;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233900;
COOP2;COM;QD;KEYPAD 12 BUTT;24850915;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233901;
COOP2;COM;QD;KEYPAD 12 BUTT;24850930;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233902;
COOP2;COM;QD;KEYPAD 12 BUTT;24850914;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233903;
COOP2;COM;QD;KEYPAD 12 BUTT;24851227;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233904;
COOP2;COM;QD;KEYPAD 12 BUTT;24850908;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233905;
COOP2;COM;QD;KEYPAD REG;Q19040081;KP;2010-10-20;2011-10-19;2;1900-01-01;;0;233906;
COOP2;COM;QD;REPEATER;5703219331426;RP;2010-10-20;2011-10-19;2;1900-01-01;;0;233907;
COOP3;COM;QD;BASE 12 USERS;Q03000087;BS;2010-11-19;2011-11-18;2;1900-01-01;;1;233926;
COOP3;COM;QD;CHARGER QD;Q16910703;CH;2010-11-19;2011-11-18;2;1900-01-01;;0;233927;
COOP3;COM;QD;KEYPAD REG;Q19030074;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233928;
COOP3;COM;QD;HEADSET QD;0JYF11EA0D6;HS;2010-11-19;2011-11-18;2;1900-01-01;;1;233929;
COOP3;COM;QD;HEADSET QD;0JYF1B4A0D6;HS;2010-11-19;2011-11-18;2;1900-01-01;;1;233930;
COOP3;COM;QD;HEADSET QD;0JYF145A0D6;HS;2010-11-19;2011-11-18;2;1900-01-01;;1;233931;
COOP3;COM;QD;HEADSET QD;0JYF1C4A0D6;HS;2010-11-19;2011-11-18;2;1900-01-01;;1;233932;
COOP3;COM;QD;HEADSET QD;0JYF1GFA0D6;HS;2010-11-19;2011-11-18;2;1900-01-01;;1;233933;
COOP3;COM;QD;HEADSET QD;0JYF16YA0D6;HS;2010-11-19;2011-11-18;2;1900-01-01;;1;233934;
COOP3;COM;QD;HEADSET QD;0JYF123A0D6;HS;2010-11-19;2011-11-18;2;1900-01-01;;1;233935;
COOP3;COM;QD;HEADSET QD;0JYF14CA0D6;HS;2010-11-19;2011-11-18;2;1900-01-01;;1;233936;
COOP3;COM;QD;HEADSET QD;0JYF1L7A0D6;HS;2010-11-19;2011-11-18;2;1900-01-01;;1;233937;
COOP3;COM;QD;KEYPAD 1 BUTT;24050013;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233938;
COOP3;COM;QD;KEYPAD 12 BUTT;24051619;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233939;
COOP3;COM;QD;KEYPAD 12 BUTT;24051611;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233940;
COOP3;COM;QD;KEYPAD 12 BUTT;24051618;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233941;
COOP3;COM;QD;KEYPAD 12 BUTT;24051616;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233942;
COOP3;COM;QD;KEYPAD 12 BUTT;24051617;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233943;
COOP3;COM;QD;KEYPAD 12 BUTT;24051615;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233944;
COOP3;COM;QD;KEYPAD 12 BUTT;24051614;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233945;
COOP3;COM;QD;KEYPAD 12 BUTT;24051620;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233946;
COOP3;COM;QD;KEYPAD 12 BUTT;24051612;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233947;
COOP3;COM;QD;KEYPAD 12 BUTT;24851245;KP;2010-11-19;2011-11-18;2;1900-01-01;;1;233948;
COOP3;COM;QD;CHARGER QD;Q16911829;CH;2015-07-07;2016-07-06;2;1900-01-01;;0;244848;
COOP3;COM;QD;HEADSET QD;Q01521377;HS;2015-07-07;2017-07-06;5;1900-01-01;;1;244849;
COOP3;COM;QD;HEADSET QD;Q01521104;HS;2015-07-07;2017-07-06;5;1900-01-01;;1;244850;
COOP3;COM;QD;HEADSET QD;Q01521130;HS;2015-07-07;2017-07-06;5;1900-01-01;;1;244851;
COOP3;COM;QD;HEADSET QD;Q01520888;HS;2015-07-07;2017-07-06;5;1900-01-01;;1;244852;
COOP3;COM;QD;KEYPAD 12 BUTT;Q09640140;KP;2018-01-10;2019-01-09;2;1900-01-01;;0;248385;
COOP3;COM;QD;BASE 12 USERS;Q40556710;BS;2018-01-10;2019-01-09;2;1900-01-01;;0;248345;
COOP3;COM;QD;BASE 12 USERS;Q40556266;BS;2018-01-10;2019-01-09;2;1900-01-01;;0;248346;
COOP3;HS;QP;CHARGER PRO7;Q20002711;HS;2018-01-10;2019-01-09;2;1900-01-01;;0;248347;
COOP3;HS;QP;HEADSET PRO7;Q01610149;HS;2018-01-10;2020-01-09;5;1900-01-01;;0;248348;
COOP3;HS;QP;HEADSET PRO7;Q41745711;HS;2018-01-10;2020-01-09;5;1900-01-01;;0;248349;
COOP3;HS;QP;HEADSET PRO7;Q41745742;HS;2018-01-10;2020-01-09;5;1900-01-01;;0;248350;
COOP3;HS;QP;HEADSET PRO7;Q01607362;HS;2018-01-10;2020-01-09;5;1900-01-01;;0;248351;
COOP3;HS;QP;HEADSET PRO7;Q01520983;HS;2018-01-10;2020-01-09;5;1900-01-01;;0;248352;
COOP3;HS;QP;HEADSET PRO7;Q41745697;HS;2018-01-10;2020-01-09;5;1900-01-01;;0;248353;
COOP3;COM;QD;KEYPAD 12 BUTT;Q09640175;KP;2018-01-10;2019-01-09;2;1900-01-01;;0;248355;
COOP3;COM;QD;KEYPAD 12 BUTT;Q09640243;KP;2018-01-10;2019-01-09;2;1900-01-01;;0;248356;
COOP3;COM;QD;KEYPAD 12 BUTT;Q09640238;KP;2018-01-10;2019-01-09;2;1900-01-01;;0;248357;
COOP3;COM;QD;KEYPAD 12 BUTT;Q09640249;KP;2018-01-10;2019-01-09;2;1900-01-01;;0;248358;
COOP3;COM;QD;KEYPAD 12 BUTT;Q09640241;KP;2018-01-10;2019-01-09;2;1900-01-01;;0;248359;
COOP3;COM;QD;KEYPAD 12 BUTT;Q09640245;KP;2018-01-10;2019-01-09;2;1900-01-01;;0;248360;
COOP4;COM;QD;CHARGER QD;Q16910108;CH;2011-04-19;2012-04-18;2;1900-01-01;;0;233659;
COOP4;COM;QD;BASE 9 USERS;Q02110037;BS;2011-04-19;2012-04-18;2;1900-01-01;;0;233849;
COOP4;COM;QD;REPEATER;5703219331426;RP;2011-04-19;2012-04-18;2;1900-01-01;;0;233850;
COOP4;COM;QD;HEADSET QD;X;HS;2011-04-19;2012-04-18;2;1900-01-01;;0;233851;
COOP4;COM;QD;HEADSET QD;X;HS;2011-04-19;2012-04-18;2;1900-01-01;;0;233852;
COOP4;COM;QD;HEADSET QD;X;HS;2011-04-19;2012-04-18;2;1900-01-01;;0;233853;
COOP4;COM;QD;HEADSET QD;X;HS;2011-04-19;2012-04-18;2;1900-01-01;;0;233854;
COOP4;COM;QD;HEADSET QD;X;HS;2011-04-19;2012-04-18;2;1900-01-01;;0;233855;
COOP4;COM;QD;HEADSET QD;X;HS;2011-04-19;2012-04-18;2;1900-01-01;;0;233856;
COOP4;COM;QD;KEYPAD 12 BUTT;24111904;KP;2011-04-19;2012-04-18;2;1900-01-01;;0;233857;
COOP4;COM;QD;KEYPAD 12 BUTT;24111916;KP;2011-04-19;2012-04-18;2;1900-01-01;;0;233858;
COOP4;COM;QD;KEYPAD 12 BUTT;24111911;KP;2011-04-19;2012-04-18;2;1900-01-01;;0;233859;
COOP4;COM;QD;KEYPAD 12 BUTT;24111897;KP;2011-04-19;2012-04-18;2;1900-01-01;;0;233860;
COOP4;COM;QD;KEYPAD 12 BUTT;24111934;KP;2011-04-19;2012-04-18;2;1900-01-01;;0;233861;
COOP4;COM;QD;KEYPAD 1 BUTT;43120106;KP;2011-04-19;2012-04-18;2;1900-01-01;;0;233862;
COOP4;COM;QD;KEYPAD 1 BUTT;62040304;KP;2011-04-19;2012-04-18;2;1900-01-01;;0;233863;
COOP5;COM;QD;BASE 9 USERS;Q03000083;BS;2011-05-04;2012-05-03;2;2011-11-15;;0;233864;
COOP5;COM;QD;HEADSET QD;0JYFI05A0D6;HS;2011-05-04;2012-05-03;2;1900-01-01;;0;233865;
COOP5;COM;QD;HEADSET QD;0JYGICK51D6;HS;2011-05-04;2012-05-03;2;1900-01-01;;0;233866;
COOP5;COM;QD;HEADSET QD;0JYGI3B51D6;HS;2011-05-04;2012-05-03;2;1900-01-01;;0;233867;
COOP5;COM;QD;HEADSET QD;0JYGI7E51D6;HS;2011-05-04;2012-05-03;2;1900-01-01;;0;233868;
COOP5;COM;QD;HEADSET QD;0JYGI2X51D6;HS;2011-05-04;2012-05-03;2;1900-01-01;;0;233869;
COOP5;COM;QD;HEADSET QD;0JYGIAU51D6;HS;2011-05-04;2012-05-03;2;1900-01-01;;0;233870;
COOP5;COM;QD;HEADSET QD;0JYGI3Y51D6;HS;2011-05-04;2012-05-03;2;1900-01-01;;0;233871;
COOP5;COM;QD;HEADSET QD;0JYGIDR51D6;HS;2011-05-04;2012-05-03;2;1900-01-01;;0;233872;
COOP5;COM;QD;KEYPAD 12 BUTT;24111918;KP;2011-05-04;2012-05-03;2;1900-01-01;;0;233873;
COOP5;COM;QD;KEYPAD 12 BUTT;24111919;KP;2011-05-04;2012-05-03;2;1900-01-01;;0;233874;
COOP5;COM;QD;KEYPAD 12 BUTT;24111901;KP;2011-05-04;2012-05-03;2;1900-01-01;;0;233875;
COOP5;COM;QD;KEYPAD 1 BUTT;24050019;KP;2011-05-04;2012-05-03;2;1900-01-01;;0;233876;
COOP5;COM;QD;KEYPAD 1 BUTT;24940008;KP;2011-05-04;2012-05-03;2;1900-01-01;;0;233877;
COOP5;COM;QD;CHARGER QD;Q16910120;CH;2011-05-04;2012-05-03;2;1900-01-01;;0;233878;
COOP5;COM;QD;KEYPAD REG;Q19110211;KP;2011-05-04;2012-05-03;2;1900-01-01;;0;233879;
COOP5;HS;HME;HEADSET  AIO;0JYF1GFA0D6;HS;2011-10-13;2013-10-12;5;1900-01-01;;0;235252;
COOP5;HS;HME;HEADSET  AIO;0JYG17651D6;HS;2011-10-13;2013-10-12;5;1900-01-01;;0;235253;
COOP5;HS;HME;HEADSET  AIO;0JYF123A0D6;HS;2011-10-13;2013-10-12;5;1900-01-01;;0;235254;
COOP5;HS;HME;HEADSET  AIO;0JYG1DU51D6;HS;2011-10-13;2013-10-12;5;1900-01-01;;0;235255;
COOP5;HS;HME;HEADSET  AIO;0JYGIDG51D6;HS;2011-10-13;2013-10-12;5;1900-01-01;;0;235256;
COOP5;HS;QP;HEADSET AIO RH7;Q41834726;HS;2018-07-06;2020-07-05;5;1900-01-01;;0;248824;
COOP5;HS;QP;HEADSET AIO RH7;Q41834739;HS;2018-07-06;2020-07-05;5;1900-01-01;;0;248825;
COOP5;HS;QP;HEADSET AIO RH7;Q41834713;HS;2018-07-06;2020-07-05;5;1900-01-01;;0;248826;
COOP5;HS;QP;HEADSET AIO RH7;Q41834741;HS;2018-07-06;2020-07-05;5;1900-01-01;;0;248827;
COOP5;HS;QP;HEADSET AIO RH7;Q41834727;HS;2018-07-06;2020-07-05;5;1900-01-01;;0;248828;
COOP5;COM;QD;HEADSET QD;Q41812314;HS;2018-05-18;2019-05-17;2;1900-01-01;;0;248698;
COOP5;COM;QD;HEADSET QD;Q41825057;HS;2018-05-18;2019-05-17;2;1900-01-01;;0;248699;
COOP5;COM;QD;HEADSET QD;Q41825384;HS;2018-05-18;2019-05-17;2;1900-01-01;;0;248700;
COOP55;HS;QP;BASSTATION PRO7;Q40850435;BS;2019-01-07;2020-01-06;2;1900-01-01;;0;250049;
COOP55;HS;QP;BASSTATION PRO7;Q40850437;BS;2019-01-07;2020-01-06;2;1900-01-01;;0;250050;
COOP55;HS;QP;BASSTATION PRO7;Q40850439;BS;2019-01-07;2020-01-06;2;1900-01-01;;0;250051;
COOP55;HS;QP;BASSTATION PRO7;Q40760540;BS;2019-01-07;2020-01-06;2;1900-01-01;;0;250048;
COOP6;COM;QD;BASE 12 USERS;Q0211003;BS;2011-05-12;2012-05-11;2;1900-01-01;;0;233835;
COOP6;COM;QD;CHARGER QD;Q16910751;CH;2011-05-12;2012-05-11;2;1900-01-01;;0;233836;
COOP6;COM;QD;HEADSET QD;OJYGI7T51D6;HS;2011-05-12;2012-05-11;2;1900-01-01;;0;233837;
COOP6;COM;QD;HEADSET QD;OJYGI6851D6;HS;2011-05-12;2012-05-11;2;1900-01-01;;0;233838;
COOP6;COM;QD;HEADSET QD;OJYGI7F51D6;HS;2011-05-12;2012-05-11;2;1900-01-01;;0;233839;
COOP6;COM;QD;HEADSET QD;OJYGI2H51D6;HS;2011-05-12;2012-05-11;2;1900-01-01;;0;233840;
COOP6;COM;QD;HEADSET QD;OJYGI7M51D6;HS;2011-05-12;2012-05-11;2;1900-01-01;;0;233841;
COOP6;COM;QD;HEADSET QD;OJYGIB251D6;HS;2011-05-12;2012-05-11;2;1900-01-01;;0;233842;
COOP6;COM;QD;KEYPAD 12 BUTT;24111910;KP;2011-05-12;2012-05-11;2;1900-01-01;;0;233843;
COOP6;COM;QD;KEYPAD 12 BUTT;24111888;KP;2011-05-12;2012-05-11;2;1900-01-01;;0;233844;
COOP6;COM;QD;KEYPAD 12 BUTT;24851203;KP;2011-05-12;2012-05-11;2;1900-01-01;;0;233845;
COOP6;COM;QD;KEYPAD 1 BUTT;43120103;KP;2011-05-12;2012-05-11;2;1900-01-01;;0;233846;
COOP6;COM;QD;KEYPAD 1 BUTT;62040302;KP;2011-05-12;2012-05-11;2;1900-01-01;;0;233847;
COOP6;COM;QD;KEYPAD REG;Q19110215;KP;2011-05-12;2012-05-11;2;1900-01-01;;0;233848;
COOP6;COM;QD;HEADSET QD;0JYG12C51D6;HS;2011-06-08;2012-06-07;2;1900-01-01;;0;234253;
COOP6;COM;QD;HEADSET QD;0JYG16851D6;HS;2011-06-08;2012-06-07;2;1900-01-01;;0;234254;
COOP6;COM;QD;HEADSET QD;0JYG1C951D6;HS;2011-06-08;2012-06-07;2;1900-01-01;;0;234255;
COOP6;COM;QD;CHARGER QD;Q16910031;CH;2011-06-08;2012-06-07;2;1900-01-01;;0;234256;
COOP6;COM;QD;REPEATER;5703219331426;RP;2011-06-08;2012-06-07;2;1900-01-01;;0;234257;
HAM1;HS;HME;HEADSET EOS 6200 AIO;16Y07682;HS;2019-07-11;2021-07-10;5;1900-01-01;;0;249959;
ISO;HS;HME;COM-5000;0854660;BP;1900-01-01;1900-01-01;1;1900-01-01;;0;224210;
ISO;HS;HME;COM-5000;0885341;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224211;
ISO;HS;HME;COM-5000;27B00300;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224292;
ISO;HS;HME;COM-5000;0561375;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224293;
ISO;HS;HME;COM-5000;0783752;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224294;
ISO;HS;HME;COM-5000;0895062;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224295;
ISO;HS;HME;COM-5000;0385740;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224296;
ISO;HS;HME;COM-5000;0885345;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224297;
ISO;HS;HME;COM-5000;51B00147;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224306;
ISO;HS;HME;COM-5000;38C01793;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224409;
ISO;HS;HME;COM-5000;0659866;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224181;
ISO;HS;HME;COM-5000;0419543;BP;1900-01-01;1900-01-01;1;1900-01-01;;0;224182;
ISO;HS;HME;COM-5000;0783746;BP;1900-01-01;1900-01-01;1;1900-01-01;;0;224183;
ISO;HS;HME;COM-5000;40B01171;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224184;
ISO;HS;HME;COM-5000;0885340;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224185;
ISO;HS;HME;COM-5000;0885121;BP;1900-01-01;1900-01-01;0;1900-01-01;;0;224186;
ISO;HS;HME;COM-5000;0885334;BP;1900-01-01;1900-01-01;1;1900-01-01;;0;224187;
LAXEN;HS;HME;HEADSET EOS 6300 AIO;49V11793;HS;2016-12-13;2018-12-12;5;1900-01-01;;0;246934;
LAXEN;HS;HME;HEADSET EOS 6300 AIO;15Y07107;HS;2019-05-17;2021-05-16;5;1900-01-01;;0;249654;
LAXEN;HS;HME;HEADSET EOS 6300 AIO;23Z00115;HS;2020-07-02;2022-07-01;5;1900-01-01;;0;251684;
LPF105;PGR;LET;CRYSTAL CALL;1050019;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235534;
LPF105;PGR;LET;CRYSTAL CALL;1050018;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235535;
LPF105;PGR;LET;CRYSTAL CALL;1050024;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235536;
LPF105;PGR;LET;CRYSTAL CALL;1050020;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235537;
LPF105;PGR;LET;CRYSTAL CALL;1050011;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235538;
LPF105;PGR;LET;CRYSTAL CALL;1050008;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235539;
LPF105;PGR;LET;CRYSTAL CALL;1050004;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235540;
LPF105;PGR;LET;CRYSTAL CALL;1050012;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235541;
LPF105;PGR;LET;CRYSTAL CALL;1050010;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235542;
LPF105;PGR;LET;CRYSTAL CALL;1050015;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235543;
LPF105;PGR;LET;CRYSTAL CALL;1050014;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235544;
LPF105;PGR;LET;CRYSTAL CALL;1050005;PG;2010-05-27;2012-05-26;5;1900-01-01;;0;235546;
MC000;POS;VXL;VXL;;VX;1900-01-01;1900-01-01;1;1900-01-01;;0;227262;
MC000;POS;VXL;VXL;;VX;1900-01-01;1900-01-01;1;1900-01-01;;0;227263;
MC001;POS;VXL;VXL;412180303082;VX;2007-01-25;2008-01-24;1;2011-12-27;;1;226943;
MC001;POS;EPS;TM-T88;J49G005159;RP;2007-01-25;2008-01-24;1;1900-01-01;;0;226061;
MC001;POS;EPS;TM-T88;J49E002221;RP;2006-09-20;2007-09-19;1;1900-01-01;;0;225954;
MC001;POS;EPS;TM-T88;DJHG019573;RP;2002-01-30;2003-01-29;1;1900-01-01;;0;224300;
MC001;POS;EPS;TM-T88;DJHG036525;RP;2003-07-02;2004-07-01;1;1900-01-01;;0;223250;
MC001;POS;EPS;TM-T88;DJHG037533;RP;2003-07-02;2004-07-01;1;1900-01-01;;0;223251;
MC001;POS;EPS;TM-T88;DJHG041249;RP;2003-07-02;2004-07-01;1;1900-01-01;;0;223252;
MC001;POS;SOT;BUMPBAR SOTEC;1886;BB;2007-01-25;2008-01-24;2;1900-01-01;;0;228550;
MC001;POS;SOT;BUMPBAR SOTEC;1887;BB;2007-01-25;2008-01-24;2;1900-01-01;;0;228551;
MC001;POS;SAM;19";MJ19HSHL908817M;VD;2007-01-25;2010-01-24;6;1900-01-01;;0;228552;
MC001;POS;SAM;19";MJ19HSHL908819V;VD;2007-01-25;2010-01-24;6;1900-01-01;;0;228553;
MC001;POS;QSR;BUMPBAR QSR;14-2157776;BB;1900-01-01;1900-01-01;2;1900-01-01;;0;228554;
MC001;POS;DEL;KVM-EXT;Z86A0150AQ5004O;TB;1900-01-01;1900-01-01;2;1900-01-01;;0;228555;
MC001;POS;SAM;17";MJ17H9NL712523;VD;1900-01-01;1900-01-01;6;1900-01-01;;0;228557;
MC001;POS;DEL;KVM-EXT;Z86B0269AS60248;TB;2007-07-25;2008-07-24;2;1900-01-01;;0;228558;
MC001;POS;VXL;VXL;4121??;VX;2008-08-26;2011-08-25;6;2012-06-18;;0;228559;
MC001;DAT;DEL;DATOR DELL;7F1534J;DA;2009-06-09;2012-06-08;6;1900-01-01;;0;231243;
MC001;POS;PAN;JS-950-WS 12";08D00180C;RE;2009-06-09;2012-06-08;6;1900-01-01;;0;231263;
MC001;POS;PAN;JS-950-WS 12";08D00212C;RE;2009-06-09;2012-06-08;6;1900-01-01;;0;231264;
MC001;POS;PAN;JS-950-WS 12";08D00311C;RE;2009-06-09;2012-06-08;6;1900-01-01;;0;231265;
MC001;POS;PAN;JS-950-WS 12";09C08453C;RE;2009-06-09;2012-06-08;6;1900-01-01;;0;231266;
MC001;POS;PAN;JS-950-WS 12";09A07169C;RE;2009-06-09;2012-06-08;6;1900-01-01;;0;231267;
MC001;POS;PAN;JS-950-WS 12";08D00012C;RE;2009-06-09;2012-06-08;6;1900-01-01;;0;231268;
MC001;POS;PAN;JS-950-WS 12";08D00191C;RE;2009-06-09;2012-06-08;6;1900-01-01;;0;231269;
MC001;POS;PAN;JS-950-WS 12";09A07166C;RE;2009-06-09;2012-06-08;6;1900-01-01;;0;231270;
MC001;POS;PAN;JS-950-WS 12";08D00368C;RE;2009-07-27;2012-06-08;6;1900-01-01;;0;231329;
MC001;HS;HME;BELTPACK;33L01201;BP;2009-11-05;2011-11-04;5;1900-01-01;;0;231589;
MC001;HS;HME;BELTPACK;32L03201;BP;2009-11-05;2011-11-04;5;1900-01-01;;0;231590;
MC001;HS;HME;BELTPACK;33L01190;BP;2009-11-05;2011-11-04;5;1900-01-01;;0;231591;
MC001;HS;HME;HEADSET HS12;33L00131;HS;2009-11-05;2011-11-04;5;1900-01-01;;0;231592;
MC001;HS;HME;HEADSET HS12;33L00073;HS;2009-11-05;2011-11-04;5;1900-01-01;;0;231593;
MC001;HS;HME;HEADSET HS12;33L00088;HS;2009-11-05;2011-11-04;5;1900-01-01;;0;231594;
MC001;POS;EPS;TM-T88;J4LF042612;RP;2009-11-05;2012-11-04;6;1900-01-01;;0;231595;
MC001;POS;EPS;TM-T88;J4LF033908;RP;2009-11-05;2012-11-04;6;1900-01-01;;0;231596;
MC001;POS;EPS;TM-T88;J4KF009466;RP;2010-01-08;2013-01-07;6;1900-01-01;;0;231823;
MC001;POS;EPS;TM-T88;J4KF009462;RP;2010-01-08;2013-01-07;6;1900-01-01;;0;231824;
MC001;POS;EPS;TM-T88;J4KF009637;RP;2010-01-08;2013-01-07;6;1900-01-01;;0;231825;
MC001;POS;EPS;TM-T88;J4KF009635;RP;2010-01-08;2013-01-07;6;1900-01-01;;0;231826;
MC001;POS;EPS;TM-T88;J4KF009604;RP;2010-01-08;2013-01-07;6;1900-01-01;;0;231827;
MC001;DAT;DEL;DATOR DELL;2LKOP4J;DA;2010-05-05;2013-05-04;6;1900-01-01;;0;232315;
MC001;POS;SAM;19";MY19HMDSA38044;VD;2010-05-05;2013-05-04;6;1900-01-01;;0;232316;
MC001;POS;DEL;KVM-EXT;F39CQ133AFW0535;TB;2010-05-24;2011-05-23;2;1900-01-01;;0;232357;
MC001;DAT;SAT;PRINTER SATO;9A200554;PR;2010-06-28;2013-06-27;6;1900-01-01;;0;232468;
MC001;POS;VXL;VXL;41217902168;VX;2010-08-13;2013-08-12;6;2012-06-18;;0;232567;
MC001;POS;DEL;KVM-EXT;F3A1A011AF80150;TB;2010-08-10;2011-08-09;2;1900-01-01;;0;232568;
MC001;POS;SAM;19";NE9LHMBZ800084;VD;2010-10-19;2013-10-18;6;1900-01-01;;0;232816;
MC001;POS;SAM;19";NE9LHMDZB00752;VD;2011-01-12;2014-01-11;6;1900-01-01;;0;233040;
MC001;DAT;CIS;CISCO 48TT;FOC1504X199;NV;2011-05-31;2014-05-30;6;1900-01-01;;1;234144;
MC001;POS;XE;PINPAD XENTA;APY9733;PP;2011-05-31;1900-01-01;0;1900-01-01;;0;234145;
MC001;POS;XE;PINPAD XENTA;APY9728;PP;2011-05-31;1900-01-01;0;1900-01-01;;0;234146;
MC001;POS;XE;PINPAD XENTA;APY9806;PP;2011-05-31;1900-01-01;0;1900-01-01;;0;234147;
MC001;POS;XE;PINPAD XENTA;APY9781;PP;2011-05-31;1900-01-01;0;1900-01-01;;0;234148;
MC001;POS;XE;PINPAD XENTA;APY9688;PP;2011-05-31;1900-01-01;0;1900-01-01;;0;234149;
MC001;POS;XE;PINPAD XENTA;APY9734;PP;2011-05-31;1900-01-01;0;1900-01-01;;0;234150;
MC001;POS;XE;PINPAD XENTA;APY9735;PP;2011-05-31;1900-01-01;0;1900-01-01;;0;234151;
MC001;POS;XE;PINPAD XENTA;APY9834;PP;2011-05-31;1900-01-01;0;1900-01-01;;0;234152;
MC001;POS;XE;PINPAD XENTA;APY9677;PP;2011-05-31;1900-01-01;0;1900-01-01;;0;234153;
MC001;DAT;DEL;DATOR DELL;JXFF55J;DA;2012-01-11;2015-01-10;6;1900-01-01;;0;235686;
MC001;POS;SAM;22";?;VD;2012-02-10;2015-02-09;6;1900-01-01;;0;235819;
MC001;DAT;DEL;DATOR DELL;9YFF55J;DA;2012-03-06;2015-03-05;6;1900-01-01;;0;235877;
MC001;DAT;DEL;DATOR DELL T310;GS75J5J;DA;2013-04-04;2016-04-03;6;1900-01-01;;0;237996;
MC001;DAT;CIS;CISCO 2960 48TT;FCQ1707Y2NU;NV;2013-04-03;1900-01-01;9;1900-01-01;;0;237997;
MC001;DAT;CIS;CISCO 2960 48TT;FOC7504Y1SD;NV;2013-04-03;1900-01-01;9;1900-01-01;;0;237998;
MC001;DAT;CIS;CISCO 1921 ROUTER;FCZ170390FT;NV;2013-04-03;2014-04-02;0;1900-01-01;;0;237999;
MC001;POS;VXL;VXL;722130405092;VX;2013-04-03;2016-04-02;6;1900-01-01;;0;238000;
MC001;POS;VXL;VXL;722130405095;VX;2013-04-03;2016-04-02;6;1900-01-01;;0;238001;
MC001;POS;;WYSE THIN CLIENT;2ELDM104256;TB;2013-04-03;2016-04-02;6;1900-01-01;;0;238002;
